Nanoindentation,575
Materials_science,518
Hardness,456
Indentation_hardness,316
Elastic_modulus,286
Elasticity_(physics),245
Nanotechnology,228
Pascal_(unit),224
Young's_modulus,213
Structural_load,201
Composite_material,156
Scanning_electron_microscope,120
Transmission_electron_microscopy,115
Hardness,113
Wear,112
Amorphous_solid,112
Micrometre,101
Bone,98
Ultimate_tensile_strength,93
Nanotechnology,71
Cubic_crystal_system,66
Toughness,63
Elastic_modulus,57
Pascal_(unit),57
Electrical_resistivity_and_conductivity,56
Titanium,56
Atomic_force_microscopy,55
Diamond,53
Young's_modulus,52
Fracture_toughness,49
Thermal_conductivity,47
Composite_material,46
Aluminium_oxide,43
Iron,40
Vickers_hardness_test,39
Ultimate_tensile_strength,39
Plasma_(physics),39
Steel,39
Collagen,38
Amorphous_solid,36
Micrometre,36
Nanoindenter,32
Sputter_deposition,31
Scanning_electron_microscope,29
Grain_boundary_strengthening,25
Transmission_electron_microscopy,24
Chemical_vapor_deposition,23
X-ray,22
Diamond,21
Aluminium,20
Covalent_bond,19
Sputter_deposition,18
Wear,18
Ceramic,17
Toughness,16
Thermal_conductivity,16
Indentation_hardness,15
Cartilage,15
Newton_(unit),15
Electrolyte,14
Cubic_crystal_system,13
Covalent_bond,13
Tungsten,13
Fracture_toughness,12
Berkovich_tip,11
Abrasive,10
Insulator_(electricity),10
Polarization_(waves),10
Titanium,10
Semiconductor,10
Nanoindenter,8
Cathodic_arc_deposition,7
Aluminium_oxide,7
X-ray,7
Grain_boundary_strengthening,6
Vickers_hardness_test,6
Nacre,6
Tendon,6
Steel,6
Iron,6
Chemical_vapor_deposition,5
Synthetic_diamond,5
Plasma_(physics),5
Knoop_hardness_test,4
Rockwell_scale,4
Sponge,4
Evaporation,3
Tungsten,3
National_Institute_of_Standards_and_Technology,3
Quartz,3
Lonsdaleite,2
Brinell_scale,2
Insulator_(electricity),2
Calcium_carbonate,2
Electrolyte,2
Sea_urchin,2
Cathodic_arc_deposition,1
Seashell,1
Nacre,1
Abrasive,1
Sea_urchin,1
National_Institute_of_Standards_and_Technology,1
Mohs_scale_of_mineral_hardness,1
Quartz,1
PubMed,1
